grid_id,latitude,longitude,urban_usability_score,usability_class
3098,28.826596691450387,77.1163800219435,47.49,Low Usability
3099,28.831106699800422,77.11647128686096,39.43,Low Usability
3100,28.835616704869377,77.11656257269965,40.76,Low Usability
3101,28.840126706656903,77.11665387946336,41.49,Low Usability
3102,28.844636705162607,77.11674520715592,45.18,Low Usability
3103,28.84914670038614,77.11683655578115,42.34,Low Usability
3104,28.853656692327117,77.11692792534288,44.71,Low Usability
3105,28.858166680985196,77.11701931584493,46.53,Low Usability
3106,28.862676666359974,77.11711072729113,39.08,Low Usability
3107,28.86537821109154,77.11711267010357,38.06,Low Usability
3108,28.445238164662264,77.11629180021863,40.97,Low Usability
3109,28.44828338942534,77.11518295917493,42.99,Low Usability
3110,28.45228009817875,77.11415613362566,42.29,Low Usability
3111,28.456685638836888,77.11407065001819,43.08,Low Usability
3112,28.461195900151534,77.11416042861188,44.74,Low Usability
3113,28.4657061582144,77.11425022786766,45.63,Low Usability
3114,28.470216413025085,77.11434004778921,38.06,Low Usability
3115,28.47472666458322,77.11442988838027,39.85,Low Usability
3116,28.479236912888446,77.11451974964454,60.45,Moderate Usability
3117,28.48374715794037,77.11460963158581,62.19,Moderate Usability
3118,28.48825739973863,77.11469953420776,60.4,Moderate Usability
3119,28.492767638282857,77.11478945751416,59.09,Moderate Usability
3120,28.49727787357266,77.11487940150872,51.43,Moderate Usability
3121,28.501788105607677,77.11496936619515,39.15,Low Usability
3122,28.506298334387523,77.11505935157722,40.28,Low Usability
3123,28.51080855991184,77.11514935765868,42.87,Low Usability
3124,28.515318782180238,77.11523938444326,44.99,Low Usability
3125,28.519829001192345,77.11532943193465,43.35,Low Usability
3126,28.524339216947798,77.11541950013667,46.7,Low Usability
3127,28.528849429446215,77.11550958905299,49.78,Low Usability
3128,28.533359638687216,77.1155996986874,47.99,Low Usability
3129,28.53786984467044,77.11568982904365,46.75,Low Usability
3130,28.54238004739552,77.11577998012547,47.05,Low Usability
3131,28.54689024686206,77.11587015193656,43.79,Low Usability
3132,28.551400443069692,77.11596034448075,46.76,Low Usability
3133,28.555910636018055,77.11605055776174,40.51,Low Usability
3134,28.56042082570677,77.11614079178328,38.84,Low Usability
3135,28.564931012135453,77.11623104654916,40.89,Low Usability
3136,28.569441195303735,77.1163213220631,40.9,Low Usability
3137,28.57395137521126,77.11641161832884,52.78,Moderate Usability
3138,28.578461551857636,77.11650193535016,48.73,Low Usability
3139,28.582971725242498,77.11659227313086,50.2,Moderate Usability
3140,28.587481895365467,77.1166826316746,50.34,Moderate Usability
3141,28.591992062226172,77.11677301098521,50.59,Moderate Usability
3142,28.596502225824235,77.11686341106642,48.19,Low Usability
3143,28.601012386159304,77.11695383192202,47.47,Low Usability
3144,28.605522543230983,77.11704427355576,45.53,Low Usability
3145,28.610032697038903,77.1171347359714,48.43,Low Usability
3146,28.614542847582705,77.11722521917271,46.03,Low Usability
3147,28.619052994862002,77.11731572316344,46.14,Low Usability
3148,28.623563138876417,77.11740624794739,64.37,Moderate Usability
3149,28.628073279625607,77.1174967935283,56.62,Moderate Usability
3150,28.63258341710916,77.11758735990993,62.66,Moderate Usability
3151,28.637093551326732,77.11767794709613,45.82,Low Usability
3152,28.641603682277943,77.11776855509056,42.56,Low Usability
3153,28.64611380996241,77.11785918389708,43.28,Low Usability
3154,28.650623934379773,77.11794983351943,46.06,Low Usability
3155,28.655134055529647,77.11804050396138,47.61,Low Usability
3156,28.659644173411667,77.11813119522674,41.21,Low Usability
3157,28.66415428802548,77.11822190731927,49.67,Low Usability
3158,28.668664399370694,77.11831264024275,57.65,Moderate Usability
3159,28.673174507446927,77.11840339400094,50.29,Moderate Usability
3160,28.677684612253824,77.11849416859766,48.93,Low Usability
3161,28.682194713791006,77.11858496403669,44.06,Low Usability
3162,28.686704812058107,77.1186757803218,54.96,Moderate Usability
3163,28.691214907054754,77.11876661745674,63.9,Moderate Usability
3164,28.69572499878057,77.11885747544535,57.55,Moderate Usability
3165,28.70023508723519,77.11894835429143,53.25,Moderate Usability
3166,28.70474517241824,77.11903925399875,54.0,Moderate Usability
3167,28.709255254329335,77.1191301745711,59.44,Moderate Usability
3168,28.713765332968116,77.11922111601226,53.81,Moderate Usability
3169,28.71827540833421,77.11931207832602,59.35,Moderate Usability
3170,28.722785480427266,77.11940306151621,64.9,Moderate Usability
3171,28.727295549246875,77.11949406558661,61.25,Moderate Usability
3172,28.731805614792698,77.119585090541,58.07,Moderate Usability
3173,28.736315677064336,77.11967613638319,45.44,Low Usability
3174,28.74082573606142,77.11976720311701,45.49,Low Usability
3175,28.74533579178361,77.11985829074621,51.3,Moderate Usability
3176,28.749845844230514,77.11994939927463,61.23,Moderate Usability
3177,28.75435589340175,77.12004052870606,62.76,Moderate Usability
3178,28.75886593929696,77.1201316790443,41.56,Low Usability
3179,28.763375981915782,77.12022285029319,42.22,Low Usability
3180,28.767886021257823,77.12031404245649,44.25,Low Usability
3181,28.772396057322737,77.12040525553803,43.8,Low Usability
3182,28.77690609011013,77.12049648954162,42.71,Low Usability
3183,28.781416119619653,77.12058774447108,41.3,Low Usability
3184,28.785926145850915,77.12067902033021,37.18,Low Usability
3185,28.79043616880355,77.12077031712283,44.96,Low Usability
3186,28.794946188477194,77.12086163485274,44.26,Low Usability
3187,28.799456204871486,77.12095297352377,42.25,Low Usability
3188,28.803966217986044,77.12104433313976,38.9,Low Usability
3189,28.808476227820485,77.12113571370449,46.44,Low Usability
3190,28.812986234374456,77.12122711522181,36.86,Low Usability
3191,28.817496237647585,77.12131853769553,38.98,Low Usability
3192,28.822006237639496,77.12140998112947,38.47,Low Usability
3193,28.82651623434982,77.12150144552746,39.46,Low Usability
3194,28.831026227778196,77.1215929308933,43.08,Low Usability
3195,28.835536217924236,77.12168443723083,46.0,Low Usability
3196,28.840046204787598,77.12177596454391,45.06,Low Usability
3197,28.84455618836787,77.12186751283632,44.86,Low Usability
3198,28.849066168664727,77.12195908211194,44.38,Low Usability
3199,28.853576145677778,77.12205067237456,44.45,Low Usability
3200,28.858086119406646,77.12214228362802,46.84,Low Usability
3201,28.862596089850975,77.12223391587618,47.68,Low Usability
3202,28.86524276660915,77.12222742135468,43.49,Low Usability
3203,28.44074960586126,77.12134989522654,39.09,Low Usability
3204,28.44360560847784,77.11948631755054,38.44,Low Usability
3205,28.447585707171626,77.11899421936,41.22,Low Usability
3206,28.452095960135498,77.1190841728774,38.81,Low Usability
3207,28.45660620984712,77.11917414709913,47.57,Low Usability
3208,28.461116456306087,77.1192641420289,47.17,Low Usability
3209,28.465626699512015,77.11935415767046,46.05,Low Usability
3210,28.470136939464556,77.11944419402757,42.58,Low Usability
3211,28.47464717616332,77.11953425110394,46.64,Low Usability
3212,28.479157409607936,77.1196243289033,58.6,Moderate Usability
3213,28.48366763979802,77.11971442742939,58.68,Moderate Usability
3214,28.488177866733214,77.11980454668598,57.81,Moderate Usability
3215,28.492688090413136,77.11989468667679,56.97,Moderate Usability
3216,28.4971983108374,77.11998484740553,52.03,Moderate Usability
3217,28.50170852800565,77.12007502887604,53.62,Moderate Usability
3218,28.506218741917497,77.12016523109197,53.77,Moderate Usability
3219,28.510728952572578,77.1202554540571,44.78,Low Usability
3220,28.515239159970506,77.12034569777519,41.09,Low Usability
3221,28.519749364110925,77.12043596224994,38.15,Low Usability
3222,28.524259564993436,77.12052624748517,42.0,Low Usability
3223,28.528769762617685,77.1206165534846,44.63,Low Usability
3224,28.53327995698329,77.12070688025196,44.39,Low Usability
3225,28.53779014808986,77.12079722779103,44.06,Low Usability
3226,28.542300335937064,77.12088759610553,45.34,Low Usability
3227,28.5468105205245,77.12097798519929,50.27,Moderate Usability
3228,28.55132070185179,77.121068395076,44.99,Low Usability
3229,28.555830879918577,77.12115882573946,44.38,Low Usability
3230,28.560341054724464,77.12124927719337,42.47,Low Usability
3231,28.564851226269095,77.12133974944156,51.04,Moderate Usability
3232,28.56936139455209,77.12143024248773,47.6,Low Usability
3233,28.57387155957308,77.1215207563357,53.69,Moderate Usability
3234,28.578381721331695,77.12161129098921,57.71,Moderate Usability
3235,28.58289187982754,77.12170184645203,54.52,Moderate Usability
3236,28.58740203506026,77.1217924227279,49.05,Low Usability
3237,28.591912187029482,77.12188301982064,55.82,Moderate Usability
3238,28.596422335734825,77.12197363773397,56.67,Moderate Usability
3239,28.60093248117593,77.1220642764717,52.79,Moderate Usability
3240,28.605442623352413,77.12215493603757,48.79,Low Usability
3241,28.609952762263887,77.12224561643536,46.86,Low Usability
3242,28.614462897910002,77.12233631766888,43.47,Low Usability
3243,28.618973030290363,77.12242703974185,43.79,Low Usability
3244,28.623483159404618,77.1225177826581,60.64,Moderate Usability
3245,28.627993285252398,77.12260854642138,61.56,Moderate Usability
3246,28.632503407833305,77.12269933103543,57.6,Moderate Usability
3247,28.637013527146976,77.12279013650412,50.47,Moderate Usability
3248,28.641523643193047,77.12288096283118,49.54,Low Usability
3249,28.646033755971136,77.1229718100204,45.31,Low Usability
3250,28.650543865480874,77.12306267807556,49.71,Low Usability
3251,28.655053971721877,77.12315356700043,56.93,Moderate Usability
3252,28.659564074693797,77.12324447679882,52.87,Moderate Usability
3253,28.664074174396244,77.12333540747451,50.07,Moderate Usability
3254,28.668584270828855,77.12342635903133,57.82,Moderate Usability
3255,28.67309436399125,77.12351733147301,51.16,Moderate Usability
3256,28.677604453883045,77.12360832480334,49.08,Low Usability
3257,28.682114540503893,77.12369933902617,46.96,Low Usability
3258,28.686624623853408,77.12379037414526,56.23,Moderate Usability
3259,28.69113470393122,77.1238814301644,61.41,Moderate Usability
3260,28.695644780736963,77.12397250708742,61.77,Moderate Usability
3261,28.700154854270256,77.12406360491809,60.05,Moderate Usability
3262,28.704664924530725,77.12415472366018,62.37,Moderate Usability
3263,28.70917499151801,77.12424586331754,75.86,High Usability
3264,28.713685055231718,77.12433702389397,47.4,Low Usability
3265,28.718195115671502,77.12442820539324,57.94,Moderate Usability
3266,28.722705172836978,77.1245194078192,61.61,Moderate Usability
3267,28.72721522672778,77.1246106311756,61.94,Moderate Usability
3268,28.731725277343525,77.12470187546629,49.67,Low Usability
3269,28.73623532468384,77.12479314069506,49.98,Low Usability
3270,28.740745368748367,77.12488442686569,48.16,Low Usability
3271,28.745255409536735,77.12497573398208,46.01,Low Usability
3272,28.74976544704857,77.12506706204795,51.67,Moderate Usability
3273,28.75427548128348,77.12515841106716,45.86,Low Usability
3274,28.758785512241136,77.12524978104352,44.8,Low Usability
3275,28.76329553992113,77.12534117198084,45.16,Low Usability
3276,28.7678055643231,77.12543258388291,47.1,Low Usability
3277,28.772315585446673,77.12552401675359,47.06,Low Usability
3278,28.776825603291478,77.1256154705967,40.51,Low Usability
3279,28.781335617857163,77.12570694541601,41.8,Low Usability
3280,28.785845629143335,77.12579844121541,44.26,Low Usability
3281,28.790355637149634,77.12588995799864,45.7,Low Usability
3282,28.794865641875685,77.12598149576962,42.73,Low Usability
3283,28.79937564332112,77.1260730545321,46.14,Low Usability
3284,28.80388564148557,77.12616463428996,41.97,Low Usability
3285,28.808395636368644,77.12625623504698,46.73,Low Usability
3286,28.812905627969997,77.12634785680702,40.07,Low Usability
3287,28.817415616289246,77.12643949957389,36.65,Low Usability
3288,28.821925601326022,77.12653116335144,36.51,Low Usability
3289,28.826435583079956,77.12662284814351,36.86,Low Usability
3290,28.830945561550685,77.12671455395392,42.14,Low Usability
3291,28.835455536737822,77.12680628078651,47.75,Low Usability
3292,28.83996550864101,77.12689802864512,45.61,Low Usability
3293,28.844475477259866,77.12698979753355,46.43,Low Usability
3294,28.848985442594042,77.12708158745572,44.4,Low Usability
3295,28.853495404643155,77.1271733984154,43.65,Low Usability
3296,28.858005363406832,77.12726523041644,44.5,Low Usability
3297,28.86248530174801,77.12732109697609,47.47,Low Usability
3298,28.86511357206597,77.12679489811973,38.25,Low Usability
3299,28.439979627062144,77.12458913063818,47.25,Low Usability
3300,28.4429958754074,77.12400711421743,46.42,Low Usability
3301,28.447506116735436,77.12409726321742,47.54,Low Usability
3302,28.45201635481035,77.12418743296767,45.62,Low Usability
3303,28.456526589631768,77.124277623472,47.09,Low Usability
3304,28.461036821199293,77.12436783473413,41.63,Low Usability
3305,28.465547049512566,77.12445806675775,41.17,Low Usability
3306,28.47005727457121,77.12454831954668,44.77,Low Usability
3307,28.474567496374842,77.1246385931046,45.67,Low Usability
3308,28.479077714923097,77.1247288874353,64.32,Moderate Usability
3309,28.483587930215577,77.12481920254251,61.18,Moderate Usability
3310,28.488098142251935,77.12490953842997,54.89,Moderate Usability
3311,28.492608351031794,77.12499989510147,54.89,Moderate Usability
3312,28.497118556554764,77.12509027256071,54.53,Moderate Usability
3313,28.501628758820463,77.12518067081149,52.66,Moderate Usability
3314,28.50613895782855,77.1252710898575,53.8,Moderate Usability
3315,28.510649153578612,77.12536152970257,52.04,Moderate Usability
3316,28.51515934607031,77.1254519903504,40.43,Low Usability
3317,28.519669535303233,77.1255424718048,38.46,Low Usability
3318,28.52417972127703,77.12563297406949,42.33,Low Usability
3319,28.528689903991324,77.12572349714824,43.28,Low Usability
3320,28.533200083445735,77.1258140410448,44.47,Low Usability
3321,28.537710259639894,77.12590460576294,45.23,Low Usability
3322,28.542220432573416,77.12599519130644,40.52,Low Usability
3323,28.546730602245947,77.12608579767904,43.56,Low Usability
3324,28.551240768657088,77.12617642488453,45.6,Low Usability
3325,28.555750931806475,77.12626707292665,44.18,Low Usability
3326,28.56026109169375,77.1263577418092,44.88,Low Usability
3327,28.564771248318507,77.12644843153593,48.89,Low Usability
3328,28.569281401680392,77.12653914211062,46.1,Low Usability
3329,28.57379155177904,77.12662987353703,46.1,Low Usability
3330,28.57830169861406,77.12672062581893,46.87,Low Usability
3331,28.582811842185084,77.12681139896014,54.4,Moderate Usability
3332,28.58732198249174,77.12690219296438,50.84,Moderate Usability
3333,28.591832119533642,77.12699300783545,60.29,Moderate Usability
3334,28.59634225331042,77.12708384357715,57.96,Moderate Usability
3335,28.600852383821735,77.12717470019321,56.61,Moderate Usability
3336,28.60536251106716,77.12726557768745,48.9,Low Usability
3337,28.60987263504635,77.12735647606365,49.61,Low Usability
3338,28.614382755758932,77.12744739532556,48.97,Low Usability
3339,28.618892873204537,77.12753833547703,44.19,Low Usability
3340,28.623402987382775,77.12762929652176,44.94,Low Usability
3341,28.627913098293277,77.12772027846361,45.7,Low Usability
3342,28.632423205935677,77.12781128130635,58.19,Moderate Usability
3343,28.636933310309608,77.12790230505377,63.44,Moderate Usability
3344,28.64144341141467,77.12799334970963,49.62,Low Usability
3345,28.64595350925052,77.12808441527775,46.95,Low Usability
3346,28.65046360381675,77.12817550176192,48.58,Low Usability
3347,28.65497369511304,77.12826660916593,55.71,Moderate Usability
3348,28.659483783138963,77.12835773749359,57.84,Moderate Usability
3349,28.663993867894185,77.12844888674869,56.33,Moderate Usability
3350,28.6685039493783,77.12854005693502,56.65,Moderate Usability
3351,28.673014027590963,77.12863124805638,52.87,Moderate Usability
3352,28.6775241025318,77.1287224601166,49.61,Low Usability
3353,28.682034174200417,77.12881369311943,49.52,Low Usability
3354,28.686544242596455,77.1289049470687,45.34,Low Usability
3355,28.69105430771954,77.12899622196824,59.53,Moderate Usability
3356,28.695564369569304,77.12908751782183,57.76,Moderate Usability
3357,28.700074428145367,77.12917883463327,49.28,Low Usability
3358,28.704584483447366,77.12927017240635,58.31,Moderate Usability
3359,28.709094535474918,77.12936153114494,61.33,Moderate Usability
3360,28.713604584227646,77.12945291085282,62.43,Moderate Usability
3361,28.718114629705205,77.1295443115338,47.73,Low Usability
3362,28.722624671907198,77.12963573319169,54.45,Moderate Usability
3363,28.727134710833255,77.12972717583031,53.87,Moderate Usability
3364,28.73164474648302,77.12981863945349,60.57,Moderate Usability
3365,28.736154778856093,77.12991012406502,55.25,Moderate Usability
3366,28.740664807952125,77.13000162966871,50.47,Moderate Usability
3367,28.74517483377074,77.13009315626843,46.0,Low Usability
3368,28.74968485631157,77.13018470386794,44.59,Low Usability
3369,28.75419487557424,77.13027627247114,46.07,Low Usability
3370,28.758704891558377,77.13036786208177,44.0,Low Usability
3371,28.763214904263606,77.13045947270372,39.93,Low Usability
3372,28.76772491368955,77.13055110434075,37.64,Low Usability
3373,28.772234919835842,77.13064275699676,43.35,Low Usability
3374,28.77674492270212,77.13073443067553,41.28,Low Usability
3375,28.781254922288003,77.13082612538088,43.65,Low Usability
3376,28.785764918593134,77.1309178411167,43.97,Low Usability
3377,28.790274911617136,77.13100957788677,42.52,Low Usability
3378,28.794784901359616,77.13110133569495,44.67,Low Usability
3379,28.799294887820235,77.13119311454507,42.85,Low Usability
3380,28.8038048709986,77.13128491444093,42.83,Low Usability
3381,28.808314850894345,77.13137673538643,48.6,Low Usability
3382,28.812824827507104,77.13146857738538,41.34,Low Usability
3383,28.81733480083649,77.13156044044158,44.17,Low Usability
3384,28.82184477088215,77.13165232455891,43.09,Low Usability
3385,28.826354737643726,77.13174422974124,43.78,Low Usability
3386,28.830864701120802,77.13183615599237,43.61,Low Usability
3387,28.835374661313047,77.13192810331617,42.81,Low Usability
3388,28.839884618220076,77.13202007171647,41.95,Low Usability
3389,28.844322125357206,77.13195412999593,47.17,Low Usability
3390,28.848943304564255,77.13214262006326,42.78,Low Usability
3391,28.85341446922619,77.13229610341483,45.31,Low Usability
3392,28.857837245662772,77.13228180390342,41.43,Low Usability
3393,28.86142303781239,77.13111004883847,44.2,Low Usability
3394,28.439444145848924,77.12919846740604,48.43,Low Usability
3395,28.442916108743443,77.12910992114507,40.8,Low Usability
3396,28.44742633514802,77.1292002863245,39.85,Low Usability
3397,28.451936558298225,77.12929067230392,40.09,Low Usability
3398,28.45644677819369,77.12938107908711,39.02,Low Usability
3399,28.46095699483405,77.1294715066778,39.29,Low Usability
3400,28.46546720821891,77.12956195507975,43.33,Low Usability
3401,28.46997741834791,77.12965242429675,45.79,Low Usability
3402,28.474487625220664,77.1297429143325,43.69,Low Usability
3403,28.478997828836793,77.1298334251908,47.64,Low Usability
3404,28.483508029195928,77.12992395687533,62.76,Moderate Usability
3405,28.488018226297687,77.13001450938995,49.57,Low Usability
3406,28.492528420141713,77.13010508273835,45.86,Low Usability
3407,28.497038610727607,77.13019567692436,45.62,Low Usability
3408,28.501548798055012,77.13028629195165,42.57,Low Usability
3409,28.506058982123555,77.13037692782403,40.45,Low Usability
3410,28.51056916293284,77.13046758454527,45.92,Low Usability
3411,28.515079340482494,77.13055826211911,45.84,Low Usability
3412,28.519589514772175,77.13064896054937,40.06,Low Usability
3413,28.524099685801467,77.13073967983975,43.04,Low Usability
3414,28.528609853570014,77.13083041999403,41.9,Low Usability
3415,28.533120018077447,77.13092118101605,44.33,Low Usability
3416,28.537630179323376,77.13101196290953,43.04,Low Usability
3417,28.542140337307437,77.13110276567821,43.11,Low Usability
3418,28.546650492029254,77.13119358932592,43.94,Low Usability
3419,28.55116064348845,77.13128443385644,42.21,Low Usability
3420,28.55567079168466,77.13137529927347,45.54,Low Usability
3421,28.560180936617485,77.13146618558085,47.65,Low Usability
3422,28.564691078286568,77.13155709278237,46.25,Low Usability
3423,28.569201216691546,77.13164802088176,49.58,Low Usability
3424,28.57371135183202,77.13173896988286,42.6,Low Usability
3425,28.578221483707622,77.13182993978941,44.69,Low Usability
3426,28.582731612317996,77.13192093060519,50.94,Moderate Usability
3427,28.587241737662772,77.13201194233402,45.54,Low Usability
3428,28.591751859741517,77.13210297497967,55.05,Moderate Usability
3429,28.59626197855392,77.1321940285459,59.8,Moderate Usability
3430,28.600772094099586,77.13228510303654,55.33,Moderate Usability
3431,28.605282206378142,77.13237619845538,56.46,Moderate Usability
3432,28.609792315389218,77.13246731480618,53.85,Moderate Usability
3433,28.61430242113242,77.13255845209274,46.93,Low Usability
3434,28.6188125236074,77.13264961031888,47.07,Low Usability
3435,28.62332262281376,77.13274078948837,47.11,Low Usability
3436,28.627832718751165,77.13283198960502,50.26,Moderate Usability
3437,28.632342811419203,77.1329232106726,46.13,Low Usability
3438,28.636852900817505,77.13301445269494,45.44,Low Usability
3439,28.641362986945726,77.13310571567581,46.68,Low Usability
3440,28.645873069803454,77.13319699961906,45.48,Low Usability
3441,28.65038314939034,77.13328830452846,49.69,Low Usability
3442,28.65489322570601,77.13337963040782,46.1,Low Usability
3443,28.65940329875007,77.13347097726094,40.68,Low Usability
3444,28.663913368522184,77.1335623450916,51.6,Moderate Usability
3445,28.668423435021943,77.13365373390369,62.34,Moderate Usability
3446,28.672933498248995,77.13374514370093,53.36,Moderate Usability
3447,28.67744355820296,77.13383657448716,42.51,Low Usability
3448,28.681953614883472,77.13392802626623,42.75,Low Usability
3449,28.686463668290134,77.13401949904191,49.2,Low Usability
3450,28.69097371842261,77.13411099281801,62.04,Moderate Usability
3451,28.695483765280493,77.13420250759835,52.87,Moderate Usability
3452,28.699993808863436,77.13429404338677,46.68,Low Usability
3453,28.704503849171058,77.13438560018706,55.27,Moderate Usability
3454,28.70901388620297,77.13447717800307,55.74,Moderate Usability
3455,28.713523919958817,77.13456877683859,54.41,Moderate Usability
3456,28.718033950438237,77.13466039669744,51.12,Moderate Usability
3457,28.72254397764083,77.13475203758347,57.61,Moderate Usability
3458,28.72705400156623,77.13484369950048,52.32,Moderate Usability
3459,28.73156402221408,77.13493538245231,47.39,Low Usability
3460,28.73607403958399,77.13502708644278,48.77,Low Usability
3461,28.740584053675605,77.13511881147572,55.36,Moderate Usability
3462,28.745094064488544,77.13521055755494,52.41,Moderate Usability
3463,28.749604072022436,77.1353023246843,43.69,Low Usability
3464,28.754114076276913,77.13539411286762,45.46,Low Usability
3465,28.75862407725159,77.1354859221087,44.22,Low Usability
3466,28.76313407494612,77.13557775241146,40.77,Low Usability
3467,28.767644069360095,77.13566960377965,39.75,Low Usability
3468,28.77215406049316,77.13576147621713,44.36,Low Usability
3469,28.776664048344955,77.13585336972776,43.14,Low Usability
3470,28.781174032915107,77.13594528431533,43.57,Low Usability
3471,28.785684014203238,77.13603721998375,43.3,Low Usability
3472,28.790193992208962,77.13612917673682,39.26,Low Usability
3473,28.79470396693192,77.13622115457837,42.88,Low Usability
3474,28.79921393837175,77.13631315351226,47.5,Low Usability
3475,28.803723906528067,77.13640517354233,42.91,Low Usability
3476,28.808233871400493,77.13649721467243,44.66,Low Usability
3477,28.81274383298869,77.13658927690642,45.05,Low Usability
3478,28.817253791292252,77.13668136024813,44.32,Low Usability
3479,28.82176374631081,77.13677346470143,40.93,Low Usability
3480,28.826273698044016,77.13686559027018,40.93,Low Usability
3481,28.830783646491486,77.13695773695818,40.43,Low Usability
3482,28.835293591652846,77.13704990476931,38.35,Low Usability
3483,28.839786199721907,77.13712538337755,45.8,Low Usability
3484,28.8427839236603,77.13596412669067,43.04,Low Usability
3485,28.850411387506522,77.13494074248818,37.52,Low Usability
3486,28.853318375680903,77.13516238691933,42.24,Low Usability
3487,28.856830334089153,77.13508591232757,40.84,Low Usability
3488,28.438922383475607,77.13424937544333,45.78,Low Usability
3489,28.442836150966855,77.13421270727648,46.52,Low Usability
3490,28.447346362412222,77.13430328863156,43.37,Low Usability
3491,28.45185657060199,77.13439389083639,44.19,Low Usability
3492,28.45636677553579,77.1344845138947,43.36,Low Usability
3493,28.460876977213232,77.13457515781023,42.32,Low Usability
3494,28.465387175633932,77.13466582258674,46.96,Low Usability
3495,28.46989737079754,77.13475650822804,42.02,Low Usability
3496,28.474407562703654,77.13484721473787,44.36,Low Usability
3497,28.478917751351915,77.13493794211998,45.14,Low Usability
3498,28.483427936741947,77.13502869037815,47.93,Low Usability
3499,28.487938118873352,77.13511945951615,52.51,Moderate Usability
3500,28.49244829774578,77.13521024953772,46.51,Low Usability
3501,28.496958473358845,77.13530106044665,44.78,Low Usability
3502,28.50146864571218,77.13539189224673,45.61,Low Usability
3503,28.505978814805392,77.13548274494168,44.35,Low Usability
3504,28.51048898063812,77.13557361853535,43.24,Low Usability
3505,28.51499914320998,77.13566451303143,43.65,Low Usability
3506,28.51950930252061,77.13575542843377,40.54,Low Usability
3507,28.52401945856962,77.13584636474609,46.84,Low Usability
3508,28.528529611356642,77.13593732197221,44.21,Low Usability
3509,28.533039760881294,77.13602830011585,46.24,Low Usability
3510,28.53754990714322,77.13611929918086,54.52,Moderate Usability
3511,28.542060050142027,77.13621031917098,46.2,Low Usability
3512,28.54657018987733,77.13630136009,48.99,Low Usability
3513,28.551080326348774,77.13639242194174,48.79,Low Usability
3514,28.55559045955598,77.13648350472994,46.64,Low Usability
3515,28.56010058949857,77.13657460845839,47.55,Low Usability
3516,28.564610716176176,77.13666573313088,51.24,Moderate Usability
3517,28.56912083958841,77.13675687875121,47.44,Low Usability
3518,28.573630959734903,77.1368480453232,49.45,Low Usability
3519,28.578141076615292,77.13693923285062,47.75,Low Usability
3520,28.582651190229193,77.13703044133723,53.23,Moderate Usability
3521,28.58716130057622,77.13712167078685,47.41,Low Usability
3522,28.59167140765603,77.13721292120327,50.88,Moderate Usability
3523,28.596181511468206,77.13730419259028,51.84,Moderate Usability
3524,28.600691612012405,77.13739548495171,55.48,Moderate Usability
3525,28.605201709288252,77.1374867982913,53.83,Moderate Usability
3526,28.609711803295355,77.13757813261293,56.76,Moderate Usability
3527,28.614221894033346,77.13766948792035,50.97,Moderate Usability
3528,28.618731981501856,77.13776086421738,50.74,Moderate Usability
3529,28.62324206570051,77.13785226150779,54.75,Moderate Usability
3530,28.627752146628943,77.13794367979541,47.2,Low Usability
3531,28.632262224286762,77.13803511908408,48.05,Low Usability
3532,28.636772298673606,77.13812657937754,45.25,Low Usability
3533,28.641282369789096,77.13821806067968,50.53,Moderate Usability
3534,28.645792437632846,77.13830956299424,51.97,Moderate Usability
3535,28.650302502204514,77.13840108632502,44.28,Low Usability
3536,28.65481256350369,77.13849263067593,43.02,Low Usability
3537,28.65932262153004,77.13858419605072,49.9,Low Usability
3538,28.663832676283146,77.13867578245316,56.26,Moderate Usability
3539,28.66834272776268,77.13876738988715,53.13,Moderate Usability
3540,28.672852775968245,77.13885901835647,54.59,Moderate Usability
3541,28.677362820899468,77.13895066786496,47.88,Low Usability
3542,28.68187286255597,77.1390423384164,46.65,Low Usability
3543,28.68638290093737,77.13913403001467,49.99,Low Usability
3544,28.690892936043344,77.13922574266351,58.16,Moderate Usability
3545,28.695402967873456,77.13931747636681,54.79,Moderate Usability
3546,28.69991299642738,77.1394092311284,53.17,Moderate Usability
3547,28.704423021704702,77.13950100695206,58.44,Moderate Usability
3548,28.708933043705084,77.13959280384167,53.43,Moderate Usability
3549,28.713443062428137,77.13968462180101,54.86,Moderate Usability
3550,28.717953077873492,77.13977646083391,55.78,Moderate Usability
3551,28.72246309004077,77.13986832094426,53.26,Moderate Usability
3552,28.726973098929612,77.13996020213585,59.08,Moderate Usability
3553,28.731483104539635,77.1400521044125,57.46,Moderate Usability
3554,28.73599310687046,77.14014402777808,50.71,Moderate Usability
3555,28.74050310592172,77.14023597223643,50.67,Moderate Usability
3556,28.745013101693065,77.14032793779135,46.86,Low Usability
3557,28.749523094184088,77.1404199244467,45.45,Low Usability
3558,28.754033083394436,77.14051193220631,43.94,Low Usability
3559,28.75854306932372,77.14060396107404,43.77,Low Usability
3560,28.763053051971593,77.14069601105375,45.6,Low Usability
3561,28.767563031337662,77.14078808214927,30.09,Low Usability
3562,28.772073007421564,77.14088017436438,48.01,Low Usability
3563,28.77658298022292,77.14097228770301,48.31,Low Usability
3564,28.781092949741367,77.14106442216897,44.79,Low Usability
3565,28.785602915976533,77.14115657776614,45.49,Low Usability
3566,28.79011287892804,77.14124875449832,45.98,Low Usability
3567,28.794622838595505,77.14134095236942,52.16,Moderate Usability
3568,28.799132794978583,77.14143317138326,46.56,Low Usability
3569,28.80364274807689,77.14152541154368,45.27,Low Usability
